file_name,caption,ranked_adapters
COCO_val2014_000000030255.jpg,A black and white photo of a ship going under a bus.,"{'black and white photo': [77341], 'ship going under a bus': [27682]}"
COCO_val2014_000000363039.jpg,a bird flying vertically with its wings spread,"{'bird': [50024], 'flying': [95708], 'wings spread': []}"
COCO_val2014_000000550365.jpg,A person that is snowboarding through the air as they grab their board.,"{'snowboarding': [], 'air': [95708], 'grabbing board': [139755]}"
COCO_val2014_000000291257.jpg,a cat and a dog lay on either side of a sleeping person in a bed,"{'cat': [31432], 'dog': [41929], 'sleeping person in bed': [232378]}"
COCO_val2014_000000423617.jpg,Two city buses traveling down a rain covered road way.,"{'city bus': [113859], 'rain': [120200], 'road': [106968]}"
COCO_val2014_000000323598.jpg,A large modern bathroom features an oversize tub and walk-in shower.,"{'bathroom': [27140, 100863], 'bathtub': [], 'shower': [281984], 'modern': [], 'large': []}"
COCO_val2014_000000288955.jpg,A small dog eating a plate of broccoli.  ,{'dog eating broccoli': [349303]}
COCO_val2014_000000227049.jpg,"The lights and sights of a busy, populated city in Asia.","{'lights and sights': [118120, 147071], 'busy and populated': [246700], 'city in Asia': [231424]}"
COCO_val2014_000000531973.jpg,A brown cow standing in grassy area next to trees.,"{'brown cow': [99911], 'grassy area': [350600], 'trees': [315046]}"
COCO_val2014_000000026025.jpg,A brown building located at an intersection during the day.,{}
COCO_val2014_000000148353.jpg,a bridge with two people and a steeple with a clock,"{'bridge': [195734], 'steeple with a clock': [330759]}"
COCO_val2014_000000287396.jpg,A blue double decker bus on the street,"{'bus': [113859], 'street': [103457]}"
COCO_val2014_000000281660.jpg,A window that is on a large yellow train.,"{'window': [139608], 'train': [24677], 'yellow': [352893]}"
COCO_val2014_000000219984.jpg,A woman flies a kite very high in the sky.,"{'woman flying kite in sky': [245502, 154567]}"
COCO_val2014_000000344029.jpg,A bus that is driving down the road.,"{'bus': [113859, 113981, 265996, 174408, 122935], 'road': [106968]}"
COCO_val2014_000000060730.jpg,A street sign displaying multiple cities and their directions.,"{'street sign': [237339], 'cities': [122405], 'directions': [331282], 'background': [115199]}"
COCO_val2014_000000408101.jpg,The black bear is walking in grass near a tree. ,"{'black bear': [], 'grass': [263869], 'tree': [315046], 'walking': []}"
COCO_val2014_000000240918.jpg,A pink bicycle leaning against a fence near a river.,"{'bicycle': [46770], 'pink': [152566], 'fence': [], 'river': []}"
COCO_val2014_000000548011.jpg,Group of cross-country skiers on snow-covered mountain landscape.,"{'cross-country skiers on snow-covered mountain landscape': [121499, 294809]}"
COCO_val2014_000000431896.jpg,The train has it's headlights on and is ready to leave the station.,"{'train': [281763], 'station': [24677], 'headlights on': [], 'ready to leave': []}"
COCO_val2014_000000454404.jpg,A lady is sitting on a bench barefooted while using her phone.,"{'sitting': [226062], 'barefooted': [150955], 'phone': [56144], 'bench': []}"
COCO_val2014_000000441287.jpg,An elephant and two men walking down the street.,"{'elephant': [109892], 'men': [], 'walking': [130577], 'street': []}"
COCO_val2014_000000423498.jpg,Two men with Canada t-shirts on riding their skateboards in a street. ,"{'men': [147707], 'Canada t-shirts': [], 'skateboards': [228422], 'street': [144712]}"
COCO_val2014_000000560718.jpg,a man leaning back a bit as he rides his surfboard ,{'man riding surfboard': [82397]}
COCO_val2014_000000236246.jpg,A row of construction cones are lined up behind a fire hydrant.,"{'construction cones': [236062], 'fire hydrant': [], 'row': [232179], 'lined up': [111779], 'behind': []}"
COCO_val2014_000000422886.jpg,A man eating a hot dog with cheese and onions.,"{'eating': [13435], 'hot dog': [282891], 'cheese': [132407]}"
COCO_val2014_000000282062.jpg,A group of men playing frisbee on a field,"{'men playing frisbee': [245115], 'field': [140538]}"
COCO_val2014_000000076994.jpg,A man with a cart of bananas reading a paper.,"{'man': [], 'cart': [226504], 'bananas': [133284], 'reading': [], 'paper': [192401]}"
COCO_val2014_000000331049.jpg,A black animal standing on a grassy hill.,"{'black animal': [91874], 'standing': [], 'grassy hill': []}"
COCO_val2014_000000055126.jpg,Two people and dog on a yellow and black ferry boat.,"{'people and dog': [126291], 'ferry boat': [159725, 69024], 'yellow and black': []}"
COCO_val2014_000000139291.jpg,Looking out from a bar window a woman can be seen on a bicycle.,"{'woman on bicycle': [273875], 'bar window': [121652]}"
COCO_val2014_000000575349.jpg,A boy in a toy fireman's hat takes a bite out of a pastry while sitting on a counter.,"{'boy': [], ""toy fireman's hat"": [95553], 'pastry': [189905], 'bite': [315662], 'sitting on a counter': []}"
COCO_val2014_000000213599.jpg,Someone lighting the candles on a little girls birthday cake.,"{'little girl': [174909], 'birthday cake': [309836], 'lighting candles': [230730]}"
COCO_val2014_000000116377.jpg,Two youngsters in the snow with helmets and skis.,"{'youngsters in snow': [25125], 'helmets': [25360], 'skis': [171220]}"
COCO_val2014_000000578871.jpg,A young girl holding up her food bowl.,{'girl holding': [265703]}
COCO_val2014_000000581401.jpg,A street scene with people on motorcycles with cars.,"{'street scene': [114127, 299075], 'people on motorcycles': [162821, 79840], 'cars': [292007]}"
COCO_val2014_000000437893.jpg,A very nice looking bed with a laptop on it.,{'bed': [196193]}
COCO_val2014_000000482071.jpg,A wild animal walking through the overgrown grass and weeds.,"{'wild animal walking through overgrown grass and weeds': [202128, 87901]}"
COCO_val2014_000000432702.jpg,Black and white photograph of a man with an umbrella.,"{'black and white': [97809], 'man with umbrella': [54218]}"
COCO_val2014_000000247543.jpg,A couple of animals standing on top of a green field next to a train.,"{'animals': [329986], 'green field': [222110], 'train': []}"
COCO_val2014_000000441518.jpg,Man in boxers on couch with two laptops,"{'man on couch': [126109], 'laptops': [161370]}"
COCO_val2014_000000558128.jpg,Matching cover and pillows decorate a bed situated near a bedroom widow.,"{'bed': [196193], 'bedroom window': [51228]}"
COCO_val2014_000000518584.jpg,A large brown dog eating food out of a box.,"{'dog': [193361], 'eating': [27858], 'food': [190341], 'box': []}"
COCO_val2014_000000442667.jpg,The large tow truck is carrying a city bus on the back.,"{'tow truck': [122858], 'city bus': [113859]}"
COCO_val2014_000000306212.jpg,A stainless steel dual door fridge in a kitchen.,"{'stainless steel dual door fridge': [41403], 'kitchen': [266670]}"
COCO_val2014_000000178587.jpg,A person with ski poles and a black and white outfit.,{'black and white outfit': [111488]}
COCO_val2014_000000007511.jpg,People flying a kite on a sandy beach near a body of water.,"{'kite flying': [245502], 'beach': [117879]}"
COCO_val2014_000000184386.jpg,A large white bed sitting in a bedroom next to pictures.,"{'bed': [196193], 'bedroom': [204964], 'pictures': []}"
COCO_val2014_000000559773.jpg,THERE IS A MAN THAT IS JUMPING HIGH ON HIS SKIIES ,"{'man': [], 'jumping': [147583], 'ski': [171220, 272937], 'high': []}"
COCO_val2014_000000239857.jpg,A woman is about to throw a frisbee in the dirt.,"{'woman throwing': [245115], 'dirt': []}"
COCO_val2014_000000021971.jpg,Several umbrella's and chairs gathered around at a beach.,{'beach': [197388]}
COCO_val2014_000000393423.jpg,Two giraffes with necks crossed in the distance.,"{'giraffes': [148099], 'necks crossed': [215155], 'distance': []}"
COCO_val2014_000000083531.jpg,Several rows of cooking hot dogs on a grill.,"{'cooking': [266960], 'hot dogs': [62650], 'grill': [], 'rows': [149765]}"
COCO_val2014_000000496264.jpg,A giraffe stand in front of large rocks and looks at a tree.,"{'giraffe': [], 'large rocks': [], 'tree': [39400]}"
COCO_val2014_000000465643.jpg,A white paper plate topped with three different breakfast foods.,"{'plate': [55400], 'breakfast foods': [105211, 249905]}"
COCO_val2014_000000542260.jpg,A boy kicking a soccer ball during a soccer game.,"{'boy kicking soccer ball': [266853, 248082], 'soccer game': [87138]}"
COCO_val2014_000000306421.jpg,A bird sitting on top of a wooden tree branch.,"{'bird': [242919], 'wooden tree branch': [190334]}"
COCO_val2014_000000576582.jpg,A plane is seen being loaded at the airport,"{'airplane': [78382], 'airport': [100793], 'loading': [122858]}"
COCO_val2014_000000286994.jpg,An elephant drinking water while the rest of the herd is walking in dry grass.,"{'elephant': [109892], 'drinking water': [89646], 'herd': [121496], 'dry grass': []}"
COCO_val2014_000000362797.jpg,A crowd of people are standing at a fair and kites are in the sky above them.,"{'crowd': [245636], 'fair': [246700], 'kites': [245502], 'sky': [28581]}"
COCO_val2014_000000158344.jpg,A white toilet sitting next to a white sink in a bathroom.,"{'toilet and sink': [100863], 'bathroom': [119687], 'white': [361390]}"
COCO_val2014_000000405882.jpg,"A cake sits on a table, ready to be cut.","{'cake': [309836], 'table': []}"
COCO_val2014_000000417597.jpg,A hand holds a small bowl of rice and vegetables.,"{'bowl': [55400], 'rice and vegetables': [133284]}"
COCO_val2014_000000479334.jpg,"a stop sign that has a picture of George Bush in place of the letter ""O"".","{'stop sign': [280489], 'George Bush': [], 'picture': []}"
COCO_val2014_000000078495.jpg,a person in a pink skirt and blue shoes standing in front of a cat sitting on a rug.,{'cat': [115340]}
COCO_val2014_000000398153.jpg,Someone is going thumbs-up to a fresh chocolate cake. ,"{'chocolate cake': [309836, 67132, 74487], 'thumbs up': [101769]}"
COCO_val2014_000000341778.jpg,A selection of pottery vases in various colors,"{'pottery vases': [20344, 75034]}"
COCO_val2014_000000125815.jpg,A train is pulled to a stop beside a train station.,{'train station': [331641]}
COCO_val2014_000000064359.jpg,Four giraffes standing around while three zebras walk by.,"{'giraffes': [], 'standing': [], 'zebras': [95133], 'walking': [], 'three': [], 'four': []}"
COCO_val2014_000000470095.jpg,Several cross country skiers skiing at night over the snow.,"{'skiing at night over snow': [171220, 99957, 219932]}"
COCO_val2014_000000082258.jpg,The books are stacked on the shelve on the rack ,"{'books': [105592], 'shelve': [287814]}"
COCO_val2014_000000121384.jpg,A seagull swims toward a rocky shore in a lake.,"{'seagull': [50024], 'rocky shore': [140549], 'lake': [70299], 'swims': [150603]}"
COCO_val2014_000000265628.jpg,a white toilet with its seat lifted up,"{'toilet': [253828], 'seat lifted up': []}"
COCO_val2014_000000554828.jpg,A group of geese are walking down the parking lot. ,"{'geese': [190279], 'parking lot': [135073], 'walking': []}"
COCO_val2014_000000417249.jpg,A woman carrying luggage and many boxes in an airport.,"{'woman carrying luggage and boxes': [17573], 'airport': [114862]}"
COCO_val2014_000000029080.jpg,A man sitting on a ships mooring anchor at the dock.,"{'man sitting': [135066], 'ship mooring anchor': [69024], 'dock': [313930]}"
COCO_val2014_000000000257.jpg,A very big pretty arch way with a bunch of people near it.,"{'archway': [117029, 52894], 'people': [284943, 331236], 'big': [25509]}"
COCO_val2014_000000360721.jpg,A picture has text describing the food shown,"{'food': [215892, 45322, 121164, 26200], 'text': []}"
COCO_val2014_000000205193.jpg,Ingredients sitting outside of a metal toaster oven,{'objects': [333468]}
COCO_val2014_000000434787.jpg,A young boy eating a pizza at a table.,"{'young boy eating': [27858], 'pizza': [287029], 'table': [18377]}"
COCO_val2014_000000484312.jpg,Man in blue suit holding a teddy bear and a glass.,"{'man in blue suit': [136841], 'teddy bear': [159507], 'holding': []}"
COCO_val2014_000000260261.jpg,A man in the back of a truck cutting fruit.,"{'man in truck': [121151], 'cutting fruit': [231325]}"
COCO_val2014_000000476843.jpg,That must be the youngest surfboarder I have ever seen.,{'surfboarder': [73535]}
COCO_val2014_000000550073.jpg,A child sits on the floor looking at a toy.,"{'child': [82097, 258223], 'sitting on floor': [86608], 'looking at toy': [88076], 'toy': [138822, 248186]}"
COCO_val2014_000000524502.jpg,Picture of a fire hydrant in front of a large group of trees. ,{'trees': [88824]}
COCO_val2014_000000441539.jpg,Two men sitting at a white bench with tennis gear.,"{'men sitting': [117064], 'white bench': [71581], 'tennis gear': [61194]}"
COCO_val2014_000000047589.jpg,An orange ribbon marker on a tree branch.,"{'orange ribbon': [99741], 'tree branch': [109044]}"
COCO_val2014_000000537954.jpg,An old photo of a farmer holding a child while another child rides a horse.,"{'old photo': [95844, 156160], 'farmer holding a child': [23202], 'child rides a horse': []}"
COCO_val2014_000000452721.jpg,People riding horses in a long line on a beach,"{'people riding horses': [37848], 'beach': [117879]}"
COCO_val2014_000000118778.jpg,a train depot with several trains stationed in it ,"{'train depot': [105506], 'trains': [290249], 'stationed': [], 'several': []}"
COCO_val2014_000000455548.jpg,A group of zebras cluster together in a field of grass,"{'zebras': [95133], 'grass field': [345241]}"
COCO_val2014_000000120918.jpg,A baby elephants stands between two adult elephants.,"{'elephants': [109892], 'stands between': [49030]}"
COCO_val2014_000000017449.jpg,A tennis player in an orange shirt and black shorts holds black tennis racket on a tennis court surrounded by onlookers.,"{'tennis player': [], 'orange shirt': [144149], 'black shorts': [], 'black tennis racket': [], 'tennis court': [139923], 'onlookers': []}"
COCO_val2014_000000026348.jpg,A white refrigerator freezer sitting inside of a kitchen.,"{'refrigerator': [50640], 'kitchen': [266670]}"
COCO_val2014_000000203382.jpg,a bear caries a pink ball by the river side,"{'bear': [107740], 'pink ball': [], 'river side': [91139]}"
COCO_val2014_000000538463.jpg,a group of people waiting around for a train ,"{'waiting': [271115], 'train station': [24677]}"
COCO_val2014_000000361521.jpg,A man standing next to a truck with two American Flags attached to it.,"{'man': [], 'truck': [42769], 'American Flags': [94118]}"
COCO_val2014_000000059201.jpg,Woman wearing glasses eating a large slice of cheese pizza.,"{'woman wearing glasses': [286799], 'eating pizza': [13435], 'cheese pizza': [132407]}"
COCO_val2014_000000099645.jpg,A grey tabby cat sitting on top of a CD player next to a TV monitor.,"{'grey tabby cat': [92059], 'sitting': [], 'CD player': [], 'TV monitor': []}"
COCO_val2014_000000121904.jpg,A modestly-sized kitchen sits unoccupied in the morning.,"{'kitchen': [266670], 'morning': [], 'unoccupied': []}"
COCO_val2014_000000041200.jpg,Different candies and treats line the interior of a suitcase.,"{'candies and treats': [96639, 59848], 'suitcase interior': [210268]}"
COCO_val2014_000000105015.jpg,A hand holds a smart phone showing the apps.,"{'hand holding smartphone': [214461], 'apps': [106206]}"
COCO_val2014_000000163728.jpg,A cat sleeping on the floor next to a transparent metallic mouse.,"{'cat': [123127], 'sleeping': [222998], 'transparent metallic mouse': [99437]}"
COCO_val2014_000000278395.jpg,A person standing on a board in the water,"{'person standing on board': [202165, 80195], 'water': [107134, 238634]}"
COCO_val2014_000000432414.jpg,Two polar bears relaxing on the rocks of their enclosure.,"{'polar bear': [199871], 'rocks': [140549], 'relaxing': [], 'enclosure': []}"
COCO_val2014_000000112626.jpg,A large grey suitcase is places near a tan sofa.,"{'suitcase': [], 'sofa': [240127], 'grey': [], 'tan': []}"
COCO_val2014_000000441543.jpg,A woman holding a multiple colored umbrella in a crowd of people.,"{'woman': [], 'umbrella': [55253], 'crowd': [], 'colorful': [123742]}"
COCO_val2014_000000185210.jpg,A scene of a street at night taken with a long exposure. ,"{'street at night': [73080, 109593], 'long exposure': [170913]}"
COCO_val2014_000000219524.jpg,A small black bear standing on a grass covered field next to a  truck.,"{'black bear': [134667], 'grass covered field': [158057], 'truck': [116399]}"
COCO_val2014_000000463303.jpg,the fire hydrant is behind a rock  and flowers,"{'fire hydrant': [], 'rock': [], 'flowers': [185952]}"
COCO_val2014_000000324266.jpg,A kitchen is shown with a tub and a sink.,"{'kitchen': [266670], 'tub and sink': [198951]}"
COCO_val2014_000000201452.jpg,Two men who are standing near the water.,{'water': [107134]}
COCO_val2014_000000413247.jpg,A very dimly lit room with a laptop open.,"{'dimly lit room': [99957], 'laptop open': []}"
COCO_val2014_000000052238.jpg,the woman walks past a train that doors have not opened yet,"{'train': [74932], 'doors not opened': [148384]}"
COCO_val2014_000000461774.jpg,Zebras grazing in open field of tall grasses.,"{'zebras grazing': [95133], 'open field of tall grasses': [180370]}"
COCO_val2014_000000095862.jpg,A man pitching a baseball from a mound on a field.,"{'pitching': [245115], 'baseball': [244860], 'field': [214162]}"
COCO_val2014_000000320053.jpg,Many young children kick around a ball on grass,"{'young children': [258223], 'kick': [266853], 'ball': [], 'grass': [350600], 'Many': [], 'around': [], 'on': []}"
COCO_val2014_000000520832.jpg,THERE IS A WOMAN WALKING THE SIDE WALK,"{'woman walking': [214922], 'sidewalk': [130577]}"
COCO_val2014_000000424172.jpg,A group of people riding surfboards on top of the ocean.,"{'surfboards': [141256], 'ocean': [26900], 'riding': [82397]}"
COCO_val2014_000000459809.jpg,A kite is flying over the water of a bay.,"{'kite': [245502], 'water': [107134], 'bay': [123756]}"
COCO_val2014_000000376393.jpg,an image of a couple that is skiing and on skiis,{'couple skiing': [294809]}
COCO_val2014_000000252269.jpg,A chocolate pie topped with raspberries and flowers,"{'chocolate pie': [340559], 'raspberries': [351557], 'flowers': [195551]}"
COCO_val2014_000000560266.jpg,Two adult bears play fight in the water.,"{'bears': [], 'play fight': [206264], 'water': [238634]}"
COCO_val2014_000000478430.jpg,a woman on the beach getting ready to throw a frisbee ,"{'woman on beach': [161405, 91831], 'throwing': [245115]}"
COCO_val2014_000000237864.jpg,an elephant and a dog on a dirt field with trees in the background,"{'elephant': [109892], 'dog': [41929], 'dirt field': [], 'trees': [39400]}"
COCO_val2014_000000542625.jpg,A bird stand on top of a parking meter. ,{'bird': [82396]}
COCO_val2014_000000251857.jpg,A man doing stunt with the skating on the side of road..,"{'stunt': [167187], 'skating': [228422], 'side of road': [106968]}"
COCO_val2014_000000156754.jpg,A quaint bathroom radiates in the morning light.,"{'quaint bathroom': [37050, 44226], 'morning light': [116160]}"
COCO_val2014_000000038938.jpg,A cat crouches on a desk with a lamp. ,"{'cat': [123127], 'desk with lamp': [74605], 'crouches': []}"
COCO_val2014_000000306940.jpg,Baseball players about to deliver hit to ball with many spectators.,"{'baseball players': [235162], 'hit to ball': [245115], 'spectators': [337139]}"
COCO_val2014_000000037677.jpg,Person sitting on railing holding a red and white umbrella. ,"{'sitting': [226062], 'railing': [227547], 'holding': [291615], 'umbrella': [55253], 'red and white': [347198]}"
COCO_val2014_000000244909.jpg,A large bed with a white and black blanket.,"{'bed': [158758, 196193, 267628], 'blanket': [232378], 'black and white': [133982]}"
COCO_val2014_000000093965.jpg,"Two zebras, one grazing and one staring straight ahead in a grassy field","{'zebras': [95133], 'grazing': [], 'staring straight ahead': [], 'grassy field': []}"
COCO_val2014_000000318066.jpg,Window of a restaurant has a logo of a man's head that morphs into a name,"{'logo': [101251, 241153], 'restaurant window': [299792]}"
COCO_val2014_000000308459.jpg,Two blue and white street signs and cars on a street.,"{'street signs': [151094], 'cars': [117340], 'street': [299075]}"
COCO_val2014_000000361245.jpg,Some skiers on a trail in the woods.,"{'skiers': [171220], 'trail': [122263], 'woods': [158057]}"
COCO_val2014_000000429408.jpg,Table with large sub sandwich and party platter. ,"{'table': [164860], 'sub sandwich': [186479], 'party platter': [118588]}"
COCO_val2014_000000020641.jpg,a person preparing a cake in the kitchen,"{'preparing cake': [77906], 'kitchen': [266670]}"
COCO_val2014_000000039053.jpg,A meal of mediterranean food at a cafe,"{'mediterranean food': [], 'cafe': [158713], 'meal': [186742]}"
COCO_val2014_000000454810.jpg,Kitchen sink with dishes and knives with various kitchenware,"{'kitchen sink': [269231], 'dishes and knives': [77096], 'kitchenware': [210268]}"
COCO_val2014_000000256222.jpg,A woman walking into the ocean while in a bathing suit.,"{'woman in bathing suit': [223498], 'ocean': [224794]}"
COCO_val2014_000000085131.jpg,there is a cat that is laying inside a luggage,"{'cat': [31432], 'laying inside luggage': [220934]}"
COCO_val2014_000000522638.jpg,two stuffed animals a bear and a monkey,{'stuffed animals': [248186]}
COCO_val2014_000000188346.jpg,a large truck on a run way ,"{'truck': [116399], 'runway': []}"
COCO_val2014_000000498453.jpg,an image of a man on a surfboard that is riding the ocean waves,"{'man on surfboard riding ocean waves': [26900, 82397]}"
COCO_val2014_000000426053.jpg,A toilet with a wooden seat is open.,"{'toilet with a wooden seat': [253828], 'open': [148384]}"
COCO_val2014_000000026378.jpg,A man standing in front of a metal pizza oven putting in a pizza.,
COCO_val2014_000000280392.jpg,A man and woman holding surfboards standing next to each other on the beach.,{'beach': [197388]}
COCO_val2014_000000091610.jpg,A large bird sitting among the branches of a tree.,"{'large bird sitting': [210030], 'branches of a tree': [173340]}"
COCO_val2014_000000162675.jpg,Sugar donuts sitting in a white paper bag.,"{'sugar donuts': [], 'white paper bag': [84503]}"
COCO_val2014_000000368844.jpg,A teenage girl with black hair and black makeup wearing kandi bracelets on her hand and holding up a sandwich.,"{'black hair and black makeup': [73212], 'kandi bracelets': [156040], 'holding up a sandwich': [27858]}"
COCO_val2014_000000070626.jpg,A small pizza on a plate with a fork beside it on a table.,"{'pizza': [287029], 'plate': [55400], 'fork': [], 'table': [46429]}"
COCO_val2014_000000301402.jpg,A man sitting in a chair with a laptop in his lap.,"{'man sitting': [51900], 'chair': [343735], 'laptop': []}"
COCO_val2014_000000418435.jpg,A solar-powered parking meter sits on the sidewalk on a sunny day.,"{'solar-powered parking meter': [267058], 'sidewalk on a sunny day': [331013]}"
COCO_val2014_000000450004.jpg,Two bears look at something while standing on a rock.,"{'bears': [23255], 'rock': [140549]}"
COCO_val2014_000000393203.jpg,Large stones dot a green grassy field where animals graze.,"{'large stones': [69027], 'green grassy field': [180370], 'animals graze': [122287]}"
COCO_val2014_000000548930.jpg,A building sits with a clock and a blue door. ,"{'building': [71057], 'clock': [144347], 'blue door': [108214]}"
COCO_val2014_000000212363.jpg,A dish of food including tomatoes and pickles and something on flat-bread.,"{'food': [118588], 'tomatoes and pickles': [133284], 'flat-bread': [223424]}"
COCO_val2014_000000464149.jpg,The man is walking on a very narrow street.,"{'man walking': [130577], 'narrow street': [87786]}"
COCO_val2014_000000034773.jpg,A husky dog curled up on a couch,"{'husky dog': [114833], 'couch': []}"
COCO_val2014_000000097988.jpg,"Man standing under banner that reads ""Run for Rights""",{'banner': [156005]}
COCO_val2014_000000310725.jpg,Person standing holding a disc in a room.,"{'person holding': [237339], 'disc': [138157], 'room': [240395]}"
